account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,usage_count,usage_duration_secs,error_count,total_tickets,avg_satisfaction
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-9c414f,2024-12-27,0,Pro,2,98,1176,False,False,False,False,annual,True,55.0,18279.0,4.0,3.0,4.666666666666667
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-fccc09,2024-12-20,0,Pro,24,1176,14112,False,True,False,False,monthly,True,69.0,14673.0,3.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-327a60,2024-05-03,0,Basic,47,893,10716,False,False,False,False,annual,True,41.0,14422.0,2.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-e7e4bd,2024-02-15,0,Enterprise,24,4776,57312,False,False,False,False,annual,True,114.0,34523.0,8.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-90229f,2024-07-11,0,Pro,24,0,0,True,True,False,False,monthly,True,26.0,4439.0,0.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-12ed58,2024-11-14,0,Basic,32,608,7296,False,False,False,False,annual,True,16.0,8065.0,2.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-da7f1f,2023-12-04,0,Pro,24,1176,14112,False,False,False,False,monthly,False,66.0,10437.0,4.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-329803,2024-04-29,0,Basic,34,646,7752,False,False,False,False,monthly,False,50.0,15969.0,2.0,2.0,3.981276595744681
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-e1de58,2024-10-28,0,Enterprise,35,6965,83580,False,True,False,False,annual,True,18.0,7589.0,3.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-6055d4,2024-11-13,0,Enterprise,35,0,0,True,False,False,False,monthly,True,56.0,24914.0,2.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-4bfa1d,2024-12-21,2024-12-30 00:00:00,Pro,35,1715,20580,False,False,False,True,monthly,True,44.0,17470.0,4.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-c3cb12,2024-11-01,0,Enterprise,54,10746,128952,False,False,False,False,annual,False,87.0,32520.0,5.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-d925e2,2024-12-16,0,Pro,35,1715,20580,False,False,False,False,annual,True,59.0,25151.0,0.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-3cae3d,2024-12-04,0,Pro,35,1715,20580,False,False,False,False,annual,False,68.0,18159.0,5.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-79d1e0,2024-12-31,2024-12-31 00:00:00,Enterprise,109,21691,260292,False,False,False,True,monthly,True,117.0,46920.0,7.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-16dc40,2024-11-16,0,Pro,51,2499,29988,False,True,False,False,monthly,True,72.0,25700.0,1.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-7ac9dd,2024-11-24,0,Pro,35,1715,20580,False,False,False,False,annual,False,58.0,17356.0,4.0,7.0,3.851793313069909
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-86455a,2023-12-01,0,Pro,12,588,7056,False,False,False,False,monthly,True,61.0,12124.0,2.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ee53e8,2024-09-03,0,Basic,17,323,3876,False,False,False,False,annual,True,78.0,29657.0,1.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-35cf1c,2024-02-17,0,Basic,49,931,11172,False,False,False,False,monthly,True,56.0,16796.0,2.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ba672b,2024-05-01,0,Pro,4,196,2352,False,False,False,False,annual,False,46.0,15095.0,0.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-523cce,2024-08-28,0,Enterprise,30,5970,71640,False,False,False,False,monthly,True,43.0,12227.0,0.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-80016a,2024-01-11,0,Enterprise,5,995,11940,False,False,False,False,monthly,True,7.0,2929.0,2.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-4f3f73,2024-08-04,2024-08-12 00:00:00,Pro,4,196,2352,False,False,False,True,annual,True,13.0,6630.0,3.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-5d5699,2024-06-16,0,Enterprise,35,6965,83580,False,False,False,False,annual,True,46.0,14324.0,4.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-afa7a7,2024-10-03,0,Enterprise,25,0,0,True,False,False,False,annual,True,27.0,5542.0,2.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-34253c,2023-12-02,0,Basic,18,342,4104,False,False,False,False,annual,False,30.0,2655.0,3.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-412125,2024-01-14,0,Basic,16,304,3648,False,False,False,False,monthly,True,50.0,22562.0,2.0,4.0,3.7359574468085106
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-e97b9f,2024-03-16,0,Enterprise,12,2388,28656,False,False,False,False,annual,True,30.0,11788.0,4.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-d26ff6,2024-12-01,0,Enterprise,26,5174,62088,False,False,False,False,monthly,True,44.0,13077.0,1.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-665df9,2024-10-28,0,Pro,11,539,6468,False,False,False,False,annual,True,44.0,18301.0,0.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-ccf11b,2024-08-02,0,Pro,11,539,6468,False,False,False,False,annual,True,52.0,10021.0,2.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-40e528,2024-11-19,0,Enterprise,19,0,0,True,False,False,False,annual,True,40.0,13143.0,1.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-461334,2024-05-06,0,Basic,11,209,2508,False,False,False,False,annual,True,80.0,21246.0,3.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-97a57b,2024-08-12,0,Enterprise,26,5174,62088,False,False,False,False,monthly,True,39.0,11159.0,2.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-f8d0a2,2024-05-15,0,Basic,11,209,2508,False,False,False,False,annual,False,44.0,18229.0,1.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-1784ce,2024-09-25,0,Pro,49,2401,28812,False,False,False,False,annual,True,0.0,0.0,0.0,6.0,3.8302127659574468
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-0a28cd,2023-10-08,0,Enterprise,21,4179,50148,False,False,False,False,monthly,True,41.0,10039.0,2.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-e1dc0b,2023-09-16,0,Pro,17,0,0,True,False,False,False,monthly,True,38.0,12397.0,1.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-b57dcd,2023-05-11,0,Basic,5,95,1140,False,False,False,False,annual,True,54.0,14557.0,3.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-531e3a,2024-07-22,0,Basic,39,741,8892,False,False,False,False,monthly,True,27.0,5109.0,4.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-47cf94,2023-10-02,2024-05-03 00:00:00,Basic,35,665,7980,False,False,False,True,annual,True,5.0,605.0,1.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-5677fb,2024-07-02,0,Enterprise,13,2587,31044,False,False,False,False,monthly,False,33.0,7484.0,2.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-12125f,2023-08-08,0,Basic,3,57,684,False,False,False,False,monthly,True,66.0,23362.0,6.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-a01d87,2024-06-27,0,Basic,9,171,2052,False,False,False,False,annual,True,48.0,18615.0,2.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-7b211a,2024-11-10,0,Pro,32,1568,18816,False,False,False,False,annual,True,38.0,8182.0,0.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-b41269,2024-03-23,0,Enterprise,15,2985,35820,False,False,False,False,annual,True,32.0,11156.0,2.0,3.0,3.981276595744681
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-99fbf7,2024-09-10,0,Enterprise,12,2388,28656,False,False,False,False,annual,True,65.0,18861.0,2.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-4d1a78,2024-11-02,0,Basic,49,0,0,True,False,False,False,monthly,True,50.0,12253.0,5.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-8942cf,2024-11-21,0,Pro,12,588,7056,False,False,False,False,monthly,True,19.0,3796.0,0.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-5901a1,2024-09-10,0,Pro,12,0,0,True,False,False,False,annual,True,55.0,18489.0,4.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-ab476e,2024-11-28,0,Enterprise,67,13333,159996,False,False,False,False,annual,True,57.0,19044.0,0.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-32545c,2024-11-13,0,Enterprise,15,2985,35820,False,False,False,False,annual,False,32.0,12305.0,0.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-31d765,2024-12-04,0,Pro,12,0,0,True,True,False,False,annual,True,39.0,7670.0,4.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-92b77f,2024-11-27,0,Pro,12,588,7056,False,False,False,False,annual,False,76.0,31684.0,6.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-fa03a5,2024-11-27,0,Pro,12,588,7056,False,False,False,False,annual,True,25.0,7404.0,6.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-0bdf55,2024-09-18,0,Enterprise,13,2587,31044,False,False,False,False,annual,False,54.0,13923.0,2.0,4.0,3.7453191489361704
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-b4212b,2023-05-12,2024-01-21 00:00:00,Enterprise,17,3383,40596,False,True,False,True,monthly,True,74.0,23270.0,5.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-a34e37,2024-04-27,0,Enterprise,23,0,0,True,False,False,False,annual,True,48.0,14286.0,2.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-6eb56d,2024-09-14,0,Pro,34,1666,19992,False,False,False,False,monthly,True,51.0,14343.0,1.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-c1ad26,2024-05-09,0,Pro,14,686,8232,False,False,False,False,annual,True,13.0,1772.0,6.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-020dce,2024-07-05,0,Enterprise,14,2786,33432,False,False,False,False,monthly,False,7.0,903.0,0.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-bfca66,2023-06-09,0,Basic,14,266,3192,False,False,False,False,annual,False,64.0,19244.0,0.0,3.0,3.660425531914894
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-17cfc4,2024-12-01,0,Pro,18,0,0,True,False,True,False,monthly,True,100.0,26833.0,2.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-65dd83,2024-11-07,0,Pro,36,1764,21168,False,False,False,False,annual,True,61.0,9406.0,4.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-d97185,2024-12-22,0,Pro,37,1813,21756,False,False,False,False,annual,True,58.0,17790.0,1.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-f86bcf,2024-12-02,2024-12-03 00:00:00,Pro,44,2156,25872,False,False,False,True,annual,False,41.0,11739.0,2.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-404ecd,2024-09-27,2024-12-18 00:00:00,Enterprise,18,3582,42984,False,False,False,True,monthly,True,47.0,8178.0,1.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-24cdb5,2024-10-21,0,Basic,35,665,7980,False,False,False,False,annual,True,40.0,10860.0,3.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-810a67,2024-10-15,0,Pro,18,882,10584,False,False,False,False,monthly,True,34.0,9250.0,3.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-0c63de,2024-12-31,0,Pro,18,882,10584,False,False,False,False,annual,False,50.0,18242.0,4.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-751802,2024-11-03,0,Basic,18,342,4104,False,False,False,False,monthly,True,0.0,0.0,0.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-73d0eb,2024-10-09,0,Basic,60,1140,13680,False,False,False,False,monthly,True,75.0,34384.0,4.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-16a545,2024-09-30,0,Basic,35,665,7980,False,False,False,False,annual,True,64.0,25509.0,3.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-150930,2024-09-26,0,Enterprise,42,8358,100296,False,False,False,False,monthly,False,78.0,23454.0,2.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-a4d69d,2024-12-11,0,Basic,18,342,4104,False,False,False,False,monthly,True,94.0,24596.0,11.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-8b1b5a,2024-12-17,0,Pro,18,882,10584,False,False,False,False,annual,True,31.0,10551.0,1.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-5a500d,2024-09-26,0,Basic,30,0,0,True,False,False,False,annual,True,59.0,17990.0,0.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-edd29b,2024-12-24,0,Enterprise,18,3582,42984,False,False,False,False,annual,True,40.0,9865.0,5.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-86615c,2024-10-03,0,Enterprise,26,5174,62088,False,True,False,False,monthly,True,76.0,29313.0,2.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-529f0c,2024-11-28,2024-12-10 00:00:00,Pro,18,0,0,True,False,False,True,monthly,True,51.0,21093.0,5.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-763b53,2024-12-22,0,Basic,18,342,4104,False,False,False,False,annual,False,54.0,17230.0,2.0,3.0,4.320851063829788
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-26e8f0,2024-11-17,0,Enterprise,59,11741,140892,False,False,False,False,monthly,False,43.0,9459.0,2.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-39bb68,2024-11-23,0,Basic,59,1121,13452,False,False,False,False,monthly,True,54.0,8225.0,2.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-388190,2024-12-27,0,Enterprise,59,11741,140892,False,False,False,False,annual,False,64.0,15974.0,3.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-e338a1,2024-12-14,0,Pro,59,2891,34692,False,False,False,False,monthly,True,47.0,13213.0,2.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-4d5623,2024-11-09,0,Enterprise,59,11741,140892,False,False,False,False,annual,True,59.0,20330.0,1.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-7554c2,2024-12-13,0,Pro,59,0,0,True,False,False,False,annual,True,113.0,24532.0,4.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-a175c2,2024-12-15,0,Enterprise,59,0,0,True,True,False,False,annual,True,41.0,14235.0,3.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-7cd9fa,2024-12-29,0,Basic,59,1121,13452,False,False,False,False,monthly,True,35.0,6245.0,0.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-31afc4,2024-12-09,0,Pro,59,2891,34692,False,False,False,False,monthly,False,52.0,19015.0,3.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-85b7d7,2024-12-27,0,Basic,59,0,0,True,False,False,False,monthly,False,54.0,18958.0,2.0,2.0,5.0
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-191550,2024-05-08,0,Basic,15,285,3420,False,True,False,False,monthly,True,36.0,11111.0,1.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-d1350e,2024-07-27,0,Enterprise,61,12139,145668,False,False,False,False,annual,True,30.0,6612.0,0.0,3.0,4.320851063829788
